id,id_cliente,fecha,subtotal,iva,descuento,estado
334,202,2025-04-09,1236.58,259.68,10.31,Pendiente
335,35,2025-11-26,28.67,6.02,51.56,Cancelada
336,225,2025-03-28,1921.59,403.53,74.42,Pendiente
337,230,2025-07-04,1853.71,389.28,16.16,Pagada
338,188,2025-09-06,1533.85,322.11,34.65,Pagada
339,154,2025-12-25,1658.22,348.23,16.78,Pendiente
340,165,2025-09-03,428.18,89.92,94.64,Pendiente
341,206,2025-11-03,1865.81,391.82,45.92,Cancelada
342,234,2025-03-07,1004.04,210.85,31.64,Pendiente
343,290,2025-08-15,1362.19,286.06,17.24,Cancelada
344,42,2026-01-01,896.07,188.17,55.16,Pendiente
345,219,2025-04-18,1576.84,331.14,0.7,Cancelada
346,204,2025-08-13,140.2,29.44,69.73,Cancelada
347,86,2025-11-15,1174.81,246.71,68.05,Pendiente
348,23,2025-03-28,293.5,61.63,53.07,Cancelada
349,39,2026-02-10,1315.22,276.2,63.13,Pendiente
350,269,2025-05-16,625.89,131.44,23.69,Pendiente
351,114,2025-08-28,1267.11,266.09,70.89,Pagada
352,77,2026-01-30,268.47,56.38,25.41,Pendiente
353,255,2025-07-17,1466.69,308.0,23.44,Pendiente
354,14,2025-05-30,450.2,94.54,5.88,Pendiente
355,70,2025-03-05,534.38,112.22,18.82,Cancelada
356,189,2026-01-25,1159.87,243.57,43.18,Pagada
357,283,2025-10-18,1222.32,256.69,52.78,Pendiente
358,238,2025-12-16,1284.49,269.74,43.33,Cancelada
359,289,2025-11-30,589.59,123.81,47.12,Pendiente
360,84,2026-01-03,1973.83,414.5,32.94,Cancelada
361,40,2025-03-30,1001.85,210.39,5.57,Pagada
362,36,2025-07-26,694.94,145.94,89.67,Pagada
363,74,2025-08-25,351.32,73.78,64.22,Cancelada
364,237,2025-08-15,1766.8,371.03,74.61,Pagada
365,184,2025-09-01,1551.41,325.8,15.7,Pendiente
366,178,2026-01-01,1790.1,375.92,70.12,Pendiente
367,147,2025-11-14,258.95,54.38,86.08,Cancelada
368,231,2025-08-22,1151.57,241.83,4.12,Pendiente
369,220,2026-01-18,703.13,147.66,39.32,Pendiente
370,182,2025-08-28,1707.81,358.64,52.22,Pendiente
371,195,2025-08-13,1577.29,331.23,44.02,Cancelada
372,139,2025-10-16,54.07,11.35,65.36,Pagada
373,110,2025-08-14,1671.64,351.04,77.76,Pendiente
374,19,2025-12-09,1781.91,374.2,66.3,Pendiente
375,214,2025-08-04,330.37,69.38,78.38,Pagada
376,248,2025-02-21,795.27,167.01,9.5,Pendiente
377,244,2025-08-14,219.92,46.18,91.87,Cancelada
378,293,2025-10-20,812.66,170.66,47.28,Pagada
379,202,2025-12-24,195.29,41.01,20.72,Pendiente
380,187,2025-10-22,401.56,84.33,55.78,Pendiente
381,216,2025-11-28,1357.68,285.11,32.01,Pagada
382,296,2025-08-19,224.54,47.15,66.94,Pagada
383,151,2025-02-19,1733.54,364.04,86.18,Cancelada
384,18,2025-08-15,1188.64,249.61,61.05,Cancelada
385,125,2025-11-12,1382.9,290.41,58.27,Pagada
386,79,2025-10-15,1309.83,275.06,25.53,Cancelada
387,251,2025-06-10,514.76,108.1,17.1,Cancelada
388,146,2025-11-08,1739.59,365.31,63.91,Cancelada
389,283,2025-05-19,131.41,27.6,72.88,Pagada
390,291,2025-03-29,796.49,167.26,19.23,Pagada
391,165,2025-08-01,656.96,137.96,68.38,Pendiente
392,259,2025-02-24,499.62,104.92,80.22,Pendiente
393,155,2026-02-12,1794.2,376.78,80.07,Pendiente
394,109,2025-04-11,1120.24,235.25,46.46,Pendiente
395,80,2025-07-16,1250.71,262.65,10.52,Pendiente
396,98,2025-10-21,28.86,6.06,24.2,Cancelada
397,146,2025-06-15,1424.89,299.23,44.05,Cancelada
398,282,2025-09-15,330.03,69.31,13.82,Cancelada
399,117,2025-09-19,497.43,104.46,56.47,Cancelada
400,76,2026-01-27,444.4,93.32,64.11,Pagada
401,203,2026-01-03,1970.04,413.71,33.39,Pagada
402,226,2025-06-04,948.96,199.28,18.69,Cancelada
403,274,2025-12-03,1260.2,264.64,66.5,Cancelada
404,296,2025-09-04,492.83,103.49,50.83,Pagada
405,250,2025-11-08,783.74,164.59,46.39,Pendiente
406,73,2025-02-25,1275.01,267.75,34.19,Cancelada
407,79,2025-08-06,879.9,184.78,1.35,Cancelada
408,206,2025-03-02,1593.66,334.67,88.05,Pagada
409,7,2025-10-30,76.28,16.02,27.2,Pagada
410,206,2025-12-10,1015.78,213.31,87.7,Cancelada
411,176,2025-04-17,508.29,106.74,16.6,Pagada
412,109,2025-07-03,349.67,73.43,66.9,Cancelada
413,49,2025-09-18,1019.12,214.02,47.58,Cancelada
414,87,2025-07-13,1035.52,217.46,17.18,Cancelada
415,66,2025-08-28,1679.97,352.79,1.9,Pendiente
416,171,2025-06-21,964.49,202.54,5.64,Pendiente
417,284,2025-03-26,927.54,194.78,14.61,Cancelada
418,156,2025-03-18,424.29,89.1,38.81,Cancelada
419,212,2025-11-21,244.44,51.33,22.68,Cancelada
420,233,2025-08-11,946.25,198.71,9.69,Pagada
421,258,2025-10-14,496.15,104.19,17.63,Cancelada
422,2,2025-12-22,455.78,95.71,89.55,Pagada
423,222,2026-01-17,1277.83,268.34,9.33,Cancelada
424,52,2025-08-18,1538.38,323.06,71.16,Pagada
425,292,2025-12-11,131.12,27.54,80.26,Cancelada
426,174,2025-04-18,645.16,135.48,87.8,Pendiente
427,15,2025-09-15,599.84,125.97,65.21,Pendiente
428,48,2025-08-12,1771.05,371.92,35.67,Pagada
429,246,2025-04-21,732.9,153.91,98.6,Pagada
430,146,2025-07-22,158.64,33.31,93.04,Cancelada
431,8,2025-03-09,1097.55,230.49,96.69,Cancelada
432,123,2025-12-27,798.8,167.75,21.04,Pendiente
433,108,2025-06-26,1994.07,418.75,22.7,Pagada
434,63,2025-03-27,319.05,67.0,35.41,Cancelada
435,150,2025-10-01,1735.22,364.4,81.14,Cancelada
436,251,2025-10-03,335.93,70.55,45.82,Pendiente
437,103,2026-02-05,722.4,151.7,13.06,Pagada
438,258,2025-09-09,695.73,146.1,79.79,Cancelada
439,260,2025-08-20,1311.92,275.5,57.3,Pagada
440,77,2025-12-26,742.57,155.94,11.28,Cancelada
441,184,2025-08-22,999.53,209.9,62.25,Pagada
442,175,2025-11-23,921.32,193.48,44.02,Cancelada
443,245,2025-02-28,1463.21,307.27,39.46,Cancelada
444,59,2025-05-27,1414.14,296.97,72.72,Pagada
445,207,2025-10-03,1663.0,349.23,89.49,Cancelada
446,236,2025-07-24,1843.57,387.15,38.42,Cancelada
447,30,2026-01-01,1395.83,293.12,97.04,Cancelada
448,34,2026-02-12,1082.41,227.31,74.29,Cancelada
449,267,2025-02-28,1667.34,350.14,96.68,Cancelada
450,133,2025-12-31,1793.15,376.56,24.7,Pendiente
451,31,2025-03-12,1048.26,220.13,58.45,Pagada
452,290,2025-10-30,160.81,33.77,0.52,Pendiente
453,248,2025-07-10,928.36,194.96,76.19,Cancelada
454,184,2025-07-03,616.31,129.43,38.96,Pendiente
455,214,2025-03-25,1285.44,269.94,27.81,Pendiente
456,87,2025-08-31,1756.7,368.91,67.3,Cancelada
457,107,2025-06-07,1178.87,247.56,86.86,Cancelada
458,31,2025-09-21,1265.91,265.84,79.59,Pagada
459,193,2025-09-29,818.29,171.84,29.63,Pagada
460,59,2025-06-12,160.35,33.67,77.19,Pagada
461,88,2026-01-26,1558.76,327.34,23.57,Pendiente
462,189,2025-08-20,167.5,35.17,6.56,Pendiente
463,27,2026-02-05,301.11,63.23,94.78,Pendiente
464,214,2025-07-01,1258.51,264.29,19.78,Pendiente
465,252,2025-11-24,1971.79,414.08,98.81,Pendiente
466,232,2025-12-26,1072.84,225.3,2.42,Pagada
467,116,2026-02-17,935.97,196.55,88.53,Pendiente
468,178,2025-05-31,540.23,113.45,32.76,Pendiente
469,293,2025-05-28,1339.73,281.34,96.61,Pagada
470,264,2025-04-25,1182.14,248.25,36.1,Pendiente
471,24,2025-04-28,1061.93,223.01,10.4,Pendiente
472,33,2025-04-30,1278.13,268.41,52.05,Pagada
473,44,2026-02-18,818.46,171.88,78.83,Pagada
474,161,2025-08-18,521.53,109.52,66.62,Pagada
475,29,2025-07-07,1757.79,369.14,10.12,Pagada
476,58,2025-05-02,37.39,7.85,3.88,Pendiente
477,267,2025-03-28,588.17,123.52,4.47,Cancelada
478,104,2025-08-17,845.43,177.54,24.5,Pagada
